movie_id,title,year,runtime_min,genres,rating_imdb,votes,revenue_musd,director,cast_top3,country,language,production_company,metascore
567,Movie 567,2018,165,Action,9.1,230047,640.2,Director 57,"Actor 109, Actor 626, Actor 625",UK,Italian,Studio 72,35
568,Movie 568,2012,93,Comedy,8.8,478118,292.5,Director 150,"Actor 726, Actor 453, Actor 781",Italy,German,Studio 94,42
569,Movie 569,1989,162,"Sci-Fi, Drama",4.7,106348,354.1,Director 213,"Actor 788, Actor 7, Actor 252",Spain,French,Studio 37,94
570,Movie 570,1990,90,"Sci-Fi, Horror",6.0,349149,200.1,Director 272,"Actor 432, Actor 234, Actor 142",Japan,German,Studio 53,88
571,Movie 571,2013,167,"Action, Adventure",4.8,5715,575.5,Director 265,"Actor 72, Actor 87, Actor 347",India,German,Studio 99,51
572,Movie 572,2007,87,"Action, Drama",9.0,30808,782.3,Director 267,"Actor 303, Actor 430, Actor 412",Italy,Italian,Studio 39,70
573,Movie 573,2002,81,"Animation, Drama",7.9,234431,516.9,Director 279,"Actor 640, Actor 634, Actor 668",Spain,Japanese,Studio 45,81
574,Movie 574,1992,118,Action,7.0,204968,581.5,Director 65,"Actor 533, Actor 554, Actor 291",France,English,Studio 66,69
575,Movie 575,2013,123,"Drama, Action, Animation",8.9,283580,476.0,Director 124,"Actor 793, Actor 312, Actor 744",Japan,Hindi,Studio 15,37
576,Movie 576,2003,113,"Animation, Sci-Fi, Comedy",4.3,341791,753.4,Director 230,"Actor 306, Actor 587, Actor 755",USA,German,Studio 44,60
577,Movie 577,2017,152,"Animation, Thriller, Sci-Fi",5.6,350159,628.9,Director 294,"Actor 689, Actor 144, Actor 732",Japan,Hindi,Studio 95,61
578,Movie 578,1986,121,"Fantasy, Thriller, Sci-Fi",6.5,77336,570.8,Director 211,"Actor 84, Actor 95, Actor 64",Japan,Spanish,Studio 61,57
579,Movie 579,2008,89,"Animation, Horror",7.2,272576,624.2,Director 136,"Actor 599, Actor 511, Actor 652",Japan,German,Studio 89,92
580,Movie 580,2006,100,Animation,4.7,373347,368.9,Director 263,"Actor 542, Actor 121, Actor 712",France,German,Studio 61,34
581,Movie 581,1990,151,"Comedy, Horror",4.6,194269,459.6,Director 21,"Actor 536, Actor 157, Actor 121",India,French,Studio 48,68
582,Movie 582,1998,142,Drama,4.8,309632,340.3,Director 157,"Actor 291, Actor 221, Actor 188",Spain,English,Studio 16,74
583,Movie 583,1984,85,"Adventure, Romance",7.1,472509,273.6,Director 194,"Actor 487, Actor 738, Actor 621",Canada,Italian,Studio 18,94
584,Movie 584,2020,138,"Adventure, Drama",8.8,171006,76.0,Director 210,"Actor 397, Actor 239, Actor 405",India,Hindi,Studio 6,86
585,Movie 585,1997,162,Drama,7.9,300390,505.9,Director 159,"Actor 575, Actor 661, Actor 127",Italy,English,Studio 25,36
586,Movie 586,2016,146,Adventure,6.8,10285,100.6,Director 273,"Actor 185, Actor 20, Actor 282",France,Spanish,Studio 91,86
587,Movie 587,1985,148,"Sci-Fi, Horror, Action",6.7,490105,23.5,Director 224,"Actor 185, Actor 425, Actor 25",Italy,French,Studio 49,62
588,Movie 588,1985,94,Animation,4.9,76015,150.2,Director 46,"Actor 158, Actor 315, Actor 418",Canada,English,Studio 79,71
589,Movie 589,1991,83,"Action, Romance, Horror",4.5,75190,333.2,Director 166,"Actor 265, Actor 385, Actor 124",USA,Spanish,Studio 31,60
590,Movie 590,2011,145,"Horror, Comedy, Romance",4.3,244201,444.7,Director 34,"Actor 496, Actor 30, Actor 418",France,English,Studio 35,42
591,Movie 591,1995,177,"Drama, Romance, Horror",6.5,444193,510.5,Director 105,"Actor 146, Actor 383, Actor 554",Canada,Italian,Studio 32,84
592,Movie 592,2015,137,Action,8.5,435329,498.5,Director 86,"Actor 1, Actor 62, Actor 494",Germany,Hindi,Studio 33,78
593,Movie 593,2002,160,Fantasy,8.6,147988,41.2,Director 274,"Actor 577, Actor 72, Actor 308",UK,German,Studio 90,45
594,Movie 594,1988,172,"Romance, Horror, Thriller",7.4,421008,258.1,Director 176,"Actor 651, Actor 268, Actor 771",Spain,French,Studio 32,71
595,Movie 595,2001,106,"Fantasy, Sci-Fi",4.1,363226,111.3,Director 2,"Actor 624, Actor 488, Actor 5",USA,Japanese,Studio 23,82
596,Movie 596,2015,169,"Adventure, Horror, Comedy",8.3,340813,522.8,Director 276,"Actor 32, Actor 688, Actor 456",UK,French,Studio 49,75
597,Movie 597,2004,102,"Action, Comedy, Adventure",6.0,101682,358.4,Director 114,"Actor 761, Actor 21, Actor 777",Germany,Japanese,Studio 91,75
598,Movie 598,1992,91,"Romance, Thriller, Animation",9.4,190816,34.3,Director 253,"Actor 721, Actor 724, Actor 621",France,English,Studio 26,80
599,Movie 599,1987,115,"Animation, Adventure, Drama",7.0,346445,592.4,Director 290,"Actor 180, Actor 67, Actor 603",Canada,Japanese,Studio 9,46
600,Movie 600,1996,152,Animation,8.0,144326,157.5,Director 12,"Actor 710, Actor 695, Actor 546",Australia,French,Studio 88,88
601,Movie 601,1980,134,"Action, Sci-Fi, Horror",8.6,213820,222.9,Director 266,"Actor 478, Actor 508, Actor 371",Italy,Italian,Studio 6,58
602,Movie 602,1983,115,"Animation, Adventure",5.7,205946,159.7,Director 42,"Actor 586, Actor 26, Actor 756",France,Japanese,Studio 55,39
603,Movie 603,1995,105,Sci-Fi,5.7,328701,502.1,Director 15,"Actor 492, Actor 443, Actor 25",Australia,Italian,Studio 81,72
604,Movie 604,1996,111,Adventure,5.3,179178,666.9,Director 171,"Actor 533, Actor 243, Actor 75",Australia,Hindi,Studio 57,42
605,Movie 605,2020,137,"Comedy, Fantasy, Action",9.0,198363,254.1,Director 34,"Actor 131, Actor 64, Actor 453",USA,French,Studio 79,85
606,Movie 606,1984,93,"Action, Animation, Fantasy",5.6,200492,324.3,Director 211,"Actor 239, Actor 614, Actor 676",Australia,English,Studio 59,79
607,Movie 607,2009,134,"Fantasy, Comedy, Sci-Fi",7.6,354801,627.4,Director 233,"Actor 530, Actor 337, Actor 602",France,English,Studio 14,31
608,Movie 608,2018,171,Fantasy,8.3,102009,724.0,Director 65,"Actor 653, Actor 522, Actor 263",India,German,Studio 62,86
609,Movie 609,1991,111,Action,4.3,163903,469.7,Director 263,"Actor 668, Actor 773, Actor 367",Germany,Hindi,Studio 70,48
610,Movie 610,1989,140,"Fantasy, Sci-Fi",5.6,4737,416.6,Director 75,"Actor 59, Actor 244, Actor 520",Italy,Italian,Studio 7,84
611,Movie 611,2002,105,Thriller,8.3,179571,155.5,Director 244,"Actor 712, Actor 709, Actor 479",Australia,Japanese,Studio 43,72
612,Movie 612,2019,118,"Sci-Fi, Drama",4.6,459831,632.4,Director 22,"Actor 508, Actor 225, Actor 4",France,Japanese,Studio 30,89
613,Movie 613,2019,107,Adventure,8.0,499930,652.6,Director 193,"Actor 211, Actor 410, Actor 189",USA,French,Studio 2,39
614,Movie 614,2002,83,"Comedy, Drama, Romance",6.4,331501,470.6,Director 185,"Actor 45, Actor 31, Actor 204",France,French,Studio 23,58
615,Movie 615,1996,172,Sci-Fi,8.7,129456,146.9,Director 12,"Actor 181, Actor 269, Actor 104",USA,Italian,Studio 87,47
616,Movie 616,2004,163,Sci-Fi,9.1,160445,367.7,Director 190,"Actor 382, Actor 677, Actor 176",Italy,Italian,Studio 80,85
617,Movie 617,2025,88,Drama,8.9,69074,636.9,Director 99,"Actor 546, Actor 388, Actor 712",India,French,Studio 77,84
618,Movie 618,2020,111,Fantasy,7.2,448470,430.7,Director 77,"Actor 336, Actor 254, Actor 55",Germany,Italian,Studio 17,95
619,Movie 619,2017,142,Comedy,8.3,415210,532.5,Director 34,"Actor 172, Actor 521, Actor 398",Italy,French,Studio 64,89
620,Movie 620,1991,121,"Sci-Fi, Animation, Adventure",7.9,259913,381.6,Director 298,"Actor 411, Actor 654, Actor 598",USA,Spanish,Studio 29,55
621,Movie 621,2008,110,"Thriller, Romance",6.3,198200,459.2,Director 192,"Actor 261, Actor 564, Actor 87",Canada,Italian,Studio 11,67
622,Movie 622,2008,146,"Thriller, Action",6.6,326148,272.4,Director 231,"Actor 479, Actor 443, Actor 419",India,Italian,Studio 64,70
623,Movie 623,1997,128,Drama,6.4,139763,518.1,Director 184,"Actor 85, Actor 302, Actor 514",Italy,Hindi,Studio 83,40
624,Movie 624,1997,109,Comedy,4.4,20570,439.1,Director 171,"Actor 202, Actor 692, Actor 338",Germany,French,Studio 96,65
625,Movie 625,1992,170,"Drama, Animation, Romance",4.0,157510,229.1,Director 178,"Actor 414, Actor 416, Actor 594",USA,German,Studio 84,95
626,Movie 626,1989,130,Thriller,8.0,110534,382.2,Director 265,"Actor 602, Actor 566, Actor 776",Spain,Japanese,Studio 60,73
627,Movie 627,1985,120,Horror,8.2,366422,337.1,Director 225,"Actor 461, Actor 572, Actor 31",India,Spanish,Studio 74,46
628,Movie 628,1999,174,Adventure,8.5,437912,287.0,Director 116,"Actor 430, Actor 436, Actor 703",Japan,Italian,Studio 100,68
629,Movie 629,2000,155,Fantasy,8.3,483969,115.6,Director 170,"Actor 582, Actor 645, Actor 618",Australia,Hindi,Studio 51,78
630,Movie 630,1993,130,Animation,6.1,249420,91.4,Director 292,"Actor 463, Actor 655, Actor 312",UK,Spanish,Studio 14,52
631,Movie 631,1982,168,"Adventure, Action, Drama",5.1,478307,770.6,Director 146,"Actor 211, Actor 239, Actor 299",Italy,English,Studio 59,37
632,Movie 632,2003,146,Drama,5.8,477503,331.6,Director 81,"Actor 114, Actor 133, Actor 550",Japan,German,Studio 96,38
633,Movie 633,2004,106,Thriller,5.7,429313,569.2,Director 244,"Actor 163, Actor 619, Actor 589",Germany,Hindi,Studio 26,94
634,Movie 634,2025,167,"Romance, Thriller",4.0,75311,359.4,Director 205,"Actor 620, Actor 253, Actor 539",India,Hindi,Studio 63,88
635,Movie 635,2009,153,Comedy,5.6,462394,735.5,Director 178,"Actor 718, Actor 729, Actor 305",Japan,Hindi,Studio 23,83
636,Movie 636,1995,102,"Horror, Adventure, Fantasy",9.0,96677,560.3,Director 49,"Actor 403, Actor 716, Actor 45",France,Italian,Studio 21,65
637,Movie 637,2020,148,"Comedy, Thriller",9.0,216128,793.9,Director 284,"Actor 125, Actor 378, Actor 79",UK,Hindi,Studio 99,71
638,Movie 638,2006,137,Romance,5.1,23901,372.4,Director 38,"Actor 655, Actor 712, Actor 692",Spain,German,Studio 44,81
639,Movie 639,1992,130,Action,5.4,372272,734.1,Director 168,"Actor 687, Actor 767, Actor 476",Spain,German,Studio 9,40
640,Movie 640,2015,164,Adventure,4.8,430639,226.9,Director 83,"Actor 175, Actor 19, Actor 622",UK,Spanish,Studio 38,45
641,Movie 641,2014,174,"Drama, Comedy",7.7,6377,543.5,Director 79,"Actor 452, Actor 367, Actor 183",France,Japanese,Studio 5,57
642,Movie 642,2008,169,Animation,7.5,376105,529.7,Director 53,"Actor 400, Actor 707, Actor 316",Spain,English,Studio 77,30
643,Movie 643,1983,178,"Thriller, Fantasy",6.1,125563,164.0,Director 9,"Actor 432, Actor 29, Actor 15",India,Italian,Studio 25,38
644,Movie 644,1994,92,"Drama, Fantasy, Action",6.3,56957,653.4,Director 166,"Actor 576, Actor 642, Actor 195",Australia,Spanish,Studio 70,80
645,Movie 645,2007,95,Thriller,4.6,170037,143.0,Director 206,"Actor 670, Actor 324, Actor 13",Japan,Spanish,Studio 59,58
646,Movie 646,1984,164,"Fantasy, Sci-Fi",4.2,464736,178.8,Director 155,"Actor 786, Actor 614, Actor 512",UK,Japanese,Studio 69,51
647,Movie 647,1996,92,"Sci-Fi, Horror, Drama",5.8,333608,610.6,Director 163,"Actor 683, Actor 494, Actor 70",India,English,Studio 78,87
648,Movie 648,2004,145,"Thriller, Animation, Action",5.3,323644,608.4,Director 64,"Actor 317, Actor 243, Actor 756",Japan,Italian,Studio 32,40
649,Movie 649,1983,97,"Adventure, Romance",5.1,197500,167.5,Director 20,"Actor 244, Actor 743, Actor 613",Spain,Japanese,Studio 43,47
650,Movie 650,1997,120,"Action, Animation, Horror",7.6,151733,601.7,Director 118,"Actor 751, Actor 340, Actor 351",France,Spanish,Studio 70,36
651,Movie 651,2022,111,"Thriller, Horror, Sci-Fi",5.0,330687,9.8,Director 252,"Actor 72, Actor 198, Actor 54",Canada,Spanish,Studio 17,41
652,Movie 652,1991,155,"Thriller, Fantasy, Comedy",6.3,245381,252.6,Director 102,"Actor 251, Actor 435, Actor 181",Australia,Spanish,Studio 39,66
653,Movie 653,2016,137,"Thriller, Romance, Adventure",4.4,189024,321.6,Director 86,"Actor 483, Actor 452, Actor 433",Italy,Hindi,Studio 95,85
654,Movie 654,1989,141,Horror,6.4,44137,608.3,Director 154,"Actor 610, Actor 551, Actor 157",Italy,Japanese,Studio 23,62
655,Movie 655,2004,139,"Adventure, Romance",6.1,318231,387.3,Director 171,"Actor 140, Actor 733, Actor 481",France,Spanish,Studio 25,30
656,Movie 656,1980,144,"Sci-Fi, Adventure, Horror",9.1,493480,318.7,Director 192,"Actor 394, Actor 502, Actor 316",Australia,English,Studio 53,34
657,Movie 657,1987,129,"Drama, Thriller, Horror",9.3,404867,730.9,Director 179,"Actor 522, Actor 727, Actor 501",India,Japanese,Studio 8,79
658,Movie 658,2007,174,Thriller,6.6,483614,651.4,Director 15,"Actor 715, Actor 682, Actor 661",Canada,French,Studio 78,88
659,Movie 659,2023,98,"Thriller, Drama",4.1,404711,78.4,Director 197,"Actor 408, Actor 724, Actor 601",UK,Hindi,Studio 25,84
660,Movie 660,1990,134,"Romance, Animation",9.3,345736,709.9,Director 158,"Actor 752, Actor 422, Actor 771",UK,English,Studio 82,74
661,Movie 661,1989,114,"Thriller, Horror, Romance",4.0,88789,654.0,Director 1,"Actor 100, Actor 72, Actor 793",Japan,Hindi,Studio 54,66
662,Movie 662,2007,101,Sci-Fi,5.0,70928,162.4,Director 94,"Actor 515, Actor 113, Actor 462",Australia,Italian,Studio 28,53
663,Movie 663,1992,87,"Drama, Thriller, Romance",9.4,457477,330.0,Director 56,"Actor 652, Actor 171, Actor 82",Germany,English,Studio 49,45
664,Movie 664,1997,88,"Action, Thriller",6.6,353243,609.6,Director 5,"Actor 63, Actor 273, Actor 770",USA,Japanese,Studio 75,35
665,Movie 665,1986,107,"Action, Horror, Romance",9.1,248609,606.7,Director 220,"Actor 345, Actor 380, Actor 699",India,French,Studio 31,76
666,Movie 666,2022,131,"Fantasy, Action",9.4,458244,267.6,Director 52,"Actor 4, Actor 468, Actor 716",Japan,Japanese,Studio 18,33
667,Movie 667,2018,95,"Romance, Thriller, Sci-Fi",6.5,360258,528.8,Director 244,"Actor 528, Actor 424, Actor 677",France,English,Studio 82,71
668,Movie 668,1981,161,"Action, Sci-Fi",7.7,122951,487.4,Director 205,"Actor 757, Actor 628, Actor 84",India,German,Studio 61,42
669,Movie 669,2004,117,"Thriller, Drama, Action",4.7,418263,74.2,Director 281,"Actor 479, Actor 173, Actor 457",UK,German,Studio 85,60
670,Movie 670,1995,107,Comedy,4.6,375767,28.2,Director 168,"Actor 393, Actor 785, Actor 288",France,Japanese,Studio 33,90
671,Movie 671,2022,95,"Drama, Animation, Adventure",4.5,363194,269.6,Director 115,"Actor 590, Actor 785, Actor 616",UK,Japanese,Studio 44,78
672,Movie 672,2025,175,"Horror, Animation, Fantasy",8.4,117705,211.0,Director 149,"Actor 90, Actor 115, Actor 92",India,Japanese,Studio 76,54
673,Movie 673,1987,153,"Drama, Sci-Fi",9.2,302970,590.8,Director 160,"Actor 64, Actor 605, Actor 549",France,Italian,Studio 50,84
674,Movie 674,2000,178,"Drama, Animation",7.7,310236,181.6,Director 203,"Actor 10, Actor 552, Actor 472",India,Spanish,Studio 38,58
675,Movie 675,2011,167,"Drama, Romance",4.8,349335,680.1,Director 18,"Actor 614, Actor 328, Actor 317",Italy,Japanese,Studio 16,65
676,Movie 676,2025,153,"Thriller, Adventure",5.6,198003,51.8,Director 171,"Actor 157, Actor 734, Actor 216",France,Japanese,Studio 95,36
677,Movie 677,1991,142,"Horror, Romance, Drama",9.5,287779,316.9,Director 217,"Actor 695, Actor 485, Actor 357",Japan,German,Studio 10,66
678,Movie 678,1998,169,Animation,6.2,69129,262.1,Director 298,"Actor 56, Actor 727, Actor 312",Spain,Japanese,Studio 21,47
679,Movie 679,2008,169,"Romance, Drama",5.2,422215,600.0,Director 5,"Actor 371, Actor 744, Actor 590",UK,Japanese,Studio 19,78
680,Movie 680,2007,166,Action,4.5,248947,147.8,Director 27,"Actor 121, Actor 528, Actor 666",India,Hindi,Studio 56,49
681,Movie 681,2020,172,"Thriller, Action",4.7,208456,393.5,Director 89,"Actor 669, Actor 764, Actor 385",UK,Italian,Studio 60,78
682,Movie 682,1997,160,"Adventure, Sci-Fi, Action",4.7,43825,102.0,Director 261,"Actor 231, Actor 24, Actor 601",Australia,Hindi,Studio 62,65
683,Movie 683,2024,175,Fantasy,5.0,254355,800.0,Director 223,"Actor 306, Actor 586, Actor 129",UK,French,Studio 9,53
684,Movie 684,2005,169,Horror,7.1,281736,627.9,Director 272,"Actor 501, Actor 66, Actor 532",Australia,Hindi,Studio 92,45
685,Movie 685,1993,164,Drama,8.7,364993,148.1,Director 285,"Actor 458, Actor 322, Actor 126",USA,Spanish,Studio 74,56
686,Movie 686,2021,100,Animation,5.4,395324,32.8,Director 64,"Actor 519, Actor 306, Actor 373",Italy,Spanish,Studio 55,30
687,Movie 687,1995,118,Animation,9.0,154324,529.0,Director 228,"Actor 144, Actor 591, Actor 503",India,Hindi,Studio 46,95
688,Movie 688,1993,168,Action,5.3,99104,117.6,Director 111,"Actor 138, Actor 617, Actor 566",France,Hindi,Studio 46,65
689,Movie 689,1988,173,"Horror, Comedy, Romance",5.4,341166,723.4,Director 205,"Actor 468, Actor 86, Actor 261",Japan,Japanese,Studio 19,56
690,Movie 690,1984,160,"Romance, Thriller, Sci-Fi",7.1,340118,657.3,Director 84,"Actor 430, Actor 158, Actor 324",Japan,German,Studio 4,61
691,Movie 691,1984,114,Animation,4.6,288003,328.4,Director 169,"Actor 656, Actor 92, Actor 372",India,Italian,Studio 35,48
692,Movie 692,1994,115,Comedy,6.1,117010,306.0,Director 54,"Actor 127, Actor 180, Actor 540",Germany,Hindi,Studio 63,42
693,Movie 693,2013,124,"Fantasy, Romance, Animation",7.3,470561,43.1,Director 163,"Actor 770, Actor 399, Actor 186",India,Italian,Studio 95,81
694,Movie 694,2010,155,Romance,4.1,269756,572.0,Director 65,"Actor 147, Actor 388, Actor 582",Germany,English,Studio 93,77
695,Movie 695,2025,179,Fantasy,6.3,240512,150.6,Director 182,"Actor 480, Actor 515, Actor 294",Germany,German,Studio 67,59
696,Movie 696,1999,161,Romance,6.2,164464,677.0,Director 41,"Actor 79, Actor 748, Actor 246",UK,Spanish,Studio 74,37
697,Movie 697,1985,175,"Animation, Adventure",8.4,6107,769.9,Director 218,"Actor 694, Actor 521, Actor 749",Canada,German,Studio 64,95
698,Movie 698,2023,166,"Comedy, Horror, Action",7.4,478066,666.0,Director 4,"Actor 732, Actor 436, Actor 720",Italy,Japanese,Studio 45,61
699,Movie 699,2022,147,"Fantasy, Action, Adventure",9.3,354143,744.5,Director 269,"Actor 231, Actor 180, Actor 77",India,Italian,Studio 18,95
700,Movie 700,2002,86,"Adventure, Horror",4.9,59866,273.7,Director 128,"Actor 553, Actor 785, Actor 121",Germany,French,Studio 62,67
701,Movie 701,1996,107,Fantasy,6.2,484447,247.3,Director 264,"Actor 37, Actor 475, Actor 633",Spain,English,Studio 46,30
702,Movie 702,2019,138,"Romance, Sci-Fi",4.6,183854,712.7,Director 96,"Actor 412, Actor 364, Actor 10",UK,German,Studio 63,55
703,Movie 703,1985,147,"Drama, Horror, Comedy",9.0,4123,128.7,Director 129,"Actor 232, Actor 482, Actor 405",India,French,Studio 47,84
704,Movie 704,1991,148,"Comedy, Adventure",7.6,230849,133.7,Director 182,"Actor 766, Actor 445, Actor 6",India,Italian,Studio 91,55
705,Movie 705,1987,104,"Action, Drama",6.2,390530,268.3,Director 17,"Actor 165, Actor 683, Actor 204",Spain,Japanese,Studio 35,45
706,Movie 706,2006,142,"Adventure, Drama, Sci-Fi",8.1,409621,706.0,Director 257,"Actor 744, Actor 760, Actor 399",Canada,English,Studio 14,32
707,Movie 707,1988,99,"Animation, Action",8.2,124496,46.4,Director 176,"Actor 440, Actor 612, Actor 756",USA,German,Studio 62,67
708,Movie 708,1998,142,Horror,5.4,80451,584.8,Director 96,"Actor 256, Actor 288, Actor 786",UK,Italian,Studio 34,61
709,Movie 709,2022,134,Adventure,7.9,425148,86.9,Director 258,"Actor 626, Actor 186, Actor 194",Australia,Japanese,Studio 82,49
710,Movie 710,1994,95,Horror,4.2,101256,743.6,Director 219,"Actor 19, Actor 632, Actor 205",UK,Italian,Studio 7,78
711,Movie 711,2006,147,"Thriller, Fantasy",5.8,251736,53.8,Director 219,"Actor 660, Actor 53, Actor 312",UK,French,Studio 47,65
712,Movie 712,2002,171,"Thriller, Sci-Fi",8.9,95790,37.5,Director 27,"Actor 677, Actor 763, Actor 330",France,French,Studio 61,65
713,Movie 713,2018,92,"Drama, Romance",9.2,191121,270.8,Director 58,"Actor 100, Actor 686, Actor 14",Italy,Italian,Studio 17,72
714,Movie 714,2003,174,"Fantasy, Animation",7.3,125412,521.9,Director 108,"Actor 599, Actor 394, Actor 90",UK,Spanish,Studio 81,45
715,Movie 715,1982,155,"Thriller, Fantasy, Adventure",9.1,39758,753.7,Director 176,"Actor 309, Actor 743, Actor 486",France,Hindi,Studio 93,49
716,Movie 716,1982,96,Horror,7.0,132896,713.8,Director 287,"Actor 356, Actor 375, Actor 460",UK,German,Studio 9,91
717,Movie 717,2006,147,"Action, Drama, Romance",7.8,68098,235.3,Director 290,"Actor 63, Actor 711, Actor 195",Japan,German,Studio 88,95
718,Movie 718,1984,101,"Animation, Horror",7.1,205101,323.7,Director 140,"Actor 212, Actor 189, Actor 4",Canada,Hindi,Studio 28,31
719,Movie 719,2012,138,"Animation, Romance, Fantasy",8.7,155879,568.1,Director 283,"Actor 122, Actor 176, Actor 230",USA,Hindi,Studio 31,67
720,Movie 720,1982,161,Romance,9.1,142285,699.3,Director 27,"Actor 658, Actor 255, Actor 216",Italy,English,Studio 1,74
721,Movie 721,2020,157,"Sci-Fi, Comedy",9.2,463963,441.7,Director 69,"Actor 419, Actor 627, Actor 302",India,English,Studio 81,31
722,Movie 722,2002,108,"Romance, Drama, Fantasy",9.3,282246,527.6,Director 299,"Actor 109, Actor 740, Actor 764",Japan,Japanese,Studio 33,56
723,Movie 723,2008,108,"Romance, Thriller",7.2,423984,687.3,Director 203,"Actor 160, Actor 457, Actor 238",Japan,French,Studio 19,91
724,Movie 724,1985,143,Adventure,5.0,452620,145.0,Director 292,"Actor 503, Actor 747, Actor 185",Germany,English,Studio 40,50
725,Movie 725,1991,130,"Fantasy, Thriller, Comedy",4.8,224053,200.0,Director 207,"Actor 103, Actor 742, Actor 540",Canada,Japanese,Studio 97,31
726,Movie 726,2018,92,"Horror, Action",4.6,7605,611.9,Director 23,"Actor 136, Actor 255, Actor 789",UK,French,Studio 19,31
727,Movie 727,1980,93,"Sci-Fi, Comedy, Thriller",4.8,398786,452.5,Director 228,"Actor 168, Actor 315, Actor 340",Spain,Spanish,Studio 32,37
728,Movie 728,2014,168,"Animation, Comedy",4.1,23844,86.7,Director 152,"Actor 106, Actor 524, Actor 426",Canada,English,Studio 29,33
729,Movie 729,1994,134,"Drama, Sci-Fi",7.6,118928,737.7,Director 197,"Actor 704, Actor 733, Actor 116",Spain,Spanish,Studio 15,58
730,Movie 730,1986,116,"Comedy, Sci-Fi",4.7,484585,740.1,Director 44,"Actor 45, Actor 620, Actor 155",Canada,German,Studio 68,72
731,Movie 731,2018,103,"Horror, Drama, Romance",7.4,150973,282.0,Director 54,"Actor 278, Actor 512, Actor 678",India,French,Studio 92,39
732,Movie 732,1980,99,"Drama, Sci-Fi, Fantasy",6.1,378691,638.5,Director 245,"Actor 69, Actor 116, Actor 592",Japan,Japanese,Studio 36,48
733,Movie 733,1985,121,Drama,8.2,185368,258.9,Director 218,"Actor 493, Actor 711, Actor 424",Australia,Italian,Studio 82,72
734,Movie 734,1988,163,Horror,6.3,261124,433.3,Director 253,"Actor 546, Actor 550, Actor 236",Japan,English,Studio 75,83
735,Movie 735,2013,153,"Thriller, Comedy, Fantasy",6.0,107077,795.2,Director 9,"Actor 372, Actor 572, Actor 486",Canada,English,Studio 8,74
736,Movie 736,2003,179,Romance,6.5,438412,683.4,Director 216,"Actor 249, Actor 216, Actor 230",USA,Japanese,Studio 18,45
737,Movie 737,2024,170,Horror,8.0,365468,772.1,Director 191,"Actor 56, Actor 719, Actor 109",Australia,English,Studio 62,50
738,Movie 738,1981,98,"Drama, Comedy",5.3,7041,457.5,Director 214,"Actor 154, Actor 784, Actor 187",Spain,Japanese,Studio 18,68
739,Movie 739,2010,132,"Sci-Fi, Adventure, Action",5.6,82229,52.7,Director 17,"Actor 619, Actor 770, Actor 178",Italy,Spanish,Studio 2,80
740,Movie 740,2007,167,"Animation, Romance",9.1,263625,248.3,Director 117,"Actor 434, Actor 161, Actor 279",UK,Hindi,Studio 49,46
741,Movie 741,1993,131,"Action, Thriller, Horror",5.0,391616,780.9,Director 40,"Actor 710, Actor 480, Actor 489",India,Japanese,Studio 83,81
742,Movie 742,2004,101,Sci-Fi,7.6,102594,219.6,Director 54,"Actor 80, Actor 372, Actor 618",India,English,Studio 31,66
743,Movie 743,1990,149,Comedy,5.2,6255,606.4,Director 159,"Actor 193, Actor 565, Actor 207",USA,Spanish,Studio 35,40
744,Movie 744,2016,152,Fantasy,9.4,254154,41.3,Director 162,"Actor 96, Actor 317, Actor 9",India,Italian,Studio 37,80
745,Movie 745,2012,104,"Horror, Sci-Fi",9.4,368894,541.4,Director 170,"Actor 418, Actor 760, Actor 516",UK,Hindi,Studio 100,49
746,Movie 746,1981,155,"Adventure, Action",5.6,79949,547.5,Director 41,"Actor 641, Actor 96, Actor 736",France,Spanish,Studio 88,48
747,Movie 747,2025,100,"Animation, Fantasy, Sci-Fi",6.5,69285,274.5,Director 185,"Actor 639, Actor 442, Actor 41",Japan,Spanish,Studio 27,39
748,Movie 748,1989,152,"Adventure, Comedy, Action",4.8,456870,251.1,Director 45,"Actor 511, Actor 97, Actor 466",India,Spanish,Studio 38,50
749,Movie 749,1984,115,"Sci-Fi, Fantasy, Comedy",4.4,373087,618.7,Director 133,"Actor 485, Actor 263, Actor 782",Spain,Japanese,Studio 18,45
750,Movie 750,2016,142,Sci-Fi,8.7,210707,330.2,Director 67,"Actor 452, Actor 376, Actor 525",Australia,French,Studio 48,40
751,Movie 751,2023,132,"Adventure, Romance, Action",7.4,338071,50.4,Director 126,"Actor 717, Actor 575, Actor 9",Canada,Italian,Studio 14,67
752,Movie 752,2004,100,"Horror, Comedy, Thriller",6.1,242867,537.0,Director 179,"Actor 478, Actor 480, Actor 658",Italy,Italian,Studio 60,43
753,Movie 753,1985,103,"Comedy, Horror, Animation",5.1,172844,56.3,Director 176,"Actor 619, Actor 498, Actor 218",Spain,English,Studio 36,88
754,Movie 754,1982,149,Adventure,4.8,112419,259.5,Director 17,"Actor 616, Actor 793, Actor 390",USA,Italian,Studio 47,85
755,Movie 755,2010,107,Thriller,8.8,499960,608.1,Director 217,"Actor 277, Actor 259, Actor 651",Canada,English,Studio 19,38
756,Movie 756,1997,131,Romance,8.8,237174,697.7,Director 269,"Actor 220, Actor 686, Actor 266",Canada,Italian,Studio 7,41
757,Movie 757,2007,123,"Drama, Thriller",5.9,220229,387.9,Director 275,"Actor 706, Actor 165, Actor 714",Japan,French,Studio 89,79
